OBJECTID,Desc_,Date,Metric,Value,Rep_Date,Name,Pop
2938,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/29/2020,Cumulative Antibody Tests Performed,104768,02/02/2021,Colorado,5763976
2939,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,Antibody Tests Performed,818,02/02/2021,Colorado,5763976
2940,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,Number of negative tests,777,02/02/2021,Colorado,5763976
2941,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,Number of positive tests,41,02/02/2021,Colorado,5763976
2942,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,Total Tests per 100K People,14.192,02/02/2021,Colorado,5763976
2943,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,Percent Positivity,0.05,02/02/2021,Colorado,5763976
2944,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,7-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2945,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,3-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2946,Daily COVID-19 Antibody Test Data From Clinical Laboratories,06/30/2020,Cumulative Antibody Tests Performed,105586,02/02/2021,Colorado,5763976
2947,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,Antibody Tests Performed,1462,02/02/2021,Colorado,5763976
2948,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,Number of negative tests,1391,02/02/2021,Colorado,5763976
2949,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,Number of positive tests,71,02/02/2021,Colorado,5763976
2950,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,Total Tests per 100K People,25.364,02/02/2021,Colorado,5763976
2951,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,Percent Positivity,0.049,02/02/2021,Colorado,5763976
2952,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,7-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2953,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,3-Day Average Percent Positivity,0.051,02/02/2021,Colorado,5763976
2954,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/01/2020,Cumulative Antibody Tests Performed,107048,02/02/2021,Colorado,5763976
2955,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,Antibody Tests Performed,1709,02/02/2021,Colorado,5763976
2956,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,Number of negative tests,1631,02/02/2021,Colorado,5763976
2957,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,Number of positive tests,78,02/02/2021,Colorado,5763976
2958,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,Total Tests per 100K People,29.65,02/02/2021,Colorado,5763976
2959,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,Percent Positivity,0.046,02/02/2021,Colorado,5763976
2960,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,7-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2961,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,3-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
2962,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/02/2020,Cumulative Antibody Tests Performed,108757,02/02/2021,Colorado,5763976
2963,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,Antibody Tests Performed,1260,02/02/2021,Colorado,5763976
2964,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,Number of negative tests,1213,02/02/2021,Colorado,5763976
2965,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,Number of positive tests,47,02/02/2021,Colorado,5763976
2966,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,Total Tests per 100K People,21.86,02/02/2021,Colorado,5763976
2967,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,Percent Positivity,0.037,02/02/2021,Colorado,5763976
2968,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,7-Day Average Percent Positivity,0.044,02/02/2021,Colorado,5763976
2969,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,3-Day Average Percent Positivity,0.044,02/02/2021,Colorado,5763976
2970,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/03/2020,Cumulative Antibody Tests Performed,110017,02/02/2021,Colorado,5763976
2971,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,Antibody Tests Performed,920,02/02/2021,Colorado,5763976
2972,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,Number of negative tests,893,02/02/2021,Colorado,5763976
2973,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,Number of positive tests,27,02/02/2021,Colorado,5763976
2974,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,Total Tests per 100K People,15.961,02/02/2021,Colorado,5763976
2975,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,Percent Positivity,0.029,02/02/2021,Colorado,5763976
2976,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,7-Day Average Percent Positivity,0.043,02/02/2021,Colorado,5763976
2977,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,3-Day Average Percent Positivity,0.039,02/02/2021,Colorado,5763976
2978,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/04/2020,Cumulative Antibody Tests Performed,110937,02/02/2021,Colorado,5763976
2979,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,Antibody Tests Performed,333,02/02/2021,Colorado,5763976
2980,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,Number of negative tests,318,02/02/2021,Colorado,5763976
2981,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,Number of positive tests,15,02/02/2021,Colorado,5763976
2982,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,Total Tests per 100K People,5.777,02/02/2021,Colorado,5763976
2983,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,Percent Positivity,0.045,02/02/2021,Colorado,5763976
2984,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,7-Day Average Percent Positivity,0.044,02/02/2021,Colorado,5763976
2985,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,3-Day Average Percent Positivity,0.035,02/02/2021,Colorado,5763976
2986,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/05/2020,Cumulative Antibody Tests Performed,111270,02/02/2021,Colorado,5763976
2987,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,Antibody Tests Performed,695,02/02/2021,Colorado,5763976
2988,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,Number of negative tests,653,02/02/2021,Colorado,5763976
2989,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,Number of positive tests,42,02/02/2021,Colorado,5763976
2990,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,Total Tests per 100K People,12.058,02/02/2021,Colorado,5763976
2991,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,Percent Positivity,0.06,02/02/2021,Colorado,5763976
2992,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,7-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
2993,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,3-Day Average Percent Positivity,0.043,02/02/2021,Colorado,5763976
2994,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/06/2020,Cumulative Antibody Tests Performed,111965,02/02/2021,Colorado,5763976
2995,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,Antibody Tests Performed,821,02/02/2021,Colorado,5763976
2996,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,Number of negative tests,755,02/02/2021,Colorado,5763976
2997,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,Number of positive tests,66,02/02/2021,Colorado,5763976
2998,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,Total Tests per 100K People,14.244,02/02/2021,Colorado,5763976
2999,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,Percent Positivity,0.08,02/02/2021,Colorado,5763976
3000,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,7-Day Average Percent Positivity,0.048,02/02/2021,Colorado,5763976
3001,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,3-Day Average Percent Positivity,0.067,02/02/2021,Colorado,5763976
3002,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/07/2020,Cumulative Antibody Tests Performed,112786,02/02/2021,Colorado,5763976
3003,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,Antibody Tests Performed,1247,02/02/2021,Colorado,5763976
3004,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,Number of negative tests,1197,02/02/2021,Colorado,5763976
3005,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,Number of positive tests,50,02/02/2021,Colorado,5763976
3006,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,Total Tests per 100K People,21.634,02/02/2021,Colorado,5763976
3007,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,Percent Positivity,0.04,02/02/2021,Colorado,5763976
3008,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,7-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
3009,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,3-Day Average Percent Positivity,0.057,02/02/2021,Colorado,5763976
3010,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/08/2020,Cumulative Antibody Tests Performed,114033,02/02/2021,Colorado,5763976
3011,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,Antibody Tests Performed,1527,02/02/2021,Colorado,5763976
3012,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,Number of negative tests,1459,02/02/2021,Colorado,5763976
3013,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,Number of positive tests,68,02/02/2021,Colorado,5763976
3014,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,Total Tests per 100K People,26.492,02/02/2021,Colorado,5763976
3015,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,Percent Positivity,0.044,02/02/2021,Colorado,5763976
3016,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,7-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
3017,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,3-Day Average Percent Positivity,0.051,02/02/2021,Colorado,5763976
3018,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/09/2020,Cumulative Antibody Tests Performed,115560,02/02/2021,Colorado,5763976
3019,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,Antibody Tests Performed,1123,02/02/2021,Colorado,5763976
3020,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,Number of negative tests,1086,02/02/2021,Colorado,5763976
3021,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,Number of positive tests,37,02/02/2021,Colorado,5763976
3022,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,Total Tests per 100K People,19.483,02/02/2021,Colorado,5763976
3023,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,Percent Positivity,0.033,02/02/2021,Colorado,5763976
3024,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,7-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
3025,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,3-Day Average Percent Positivity,0.04,02/02/2021,Colorado,5763976
3026,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/10/2020,Cumulative Antibody Tests Performed,116683,02/02/2021,Colorado,5763976
3027,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,Antibody Tests Performed,728,02/02/2021,Colorado,5763976
3028,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,Number of negative tests,689,02/02/2021,Colorado,5763976
3029,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,Number of positive tests,39,02/02/2021,Colorado,5763976
3030,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,Total Tests per 100K People,12.63,02/02/2021,Colorado,5763976
3031,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,Percent Positivity,0.054,02/02/2021,Colorado,5763976
3032,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,7-Day Average Percent Positivity,0.049,02/02/2021,Colorado,5763976
3033,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,3-Day Average Percent Positivity,0.043,02/02/2021,Colorado,5763976
3034,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/11/2020,Cumulative Antibody Tests Performed,117411,02/02/2021,Colorado,5763976
3035,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,Antibody Tests Performed,892,02/02/2021,Colorado,5763976
3036,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,Number of negative tests,845,02/02/2021,Colorado,5763976
3037,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,Number of positive tests,47,02/02/2021,Colorado,5763976
3038,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,Total Tests per 100K People,15.475,02/02/2021,Colorado,5763976
3039,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,Percent Positivity,0.053,02/02/2021,Colorado,5763976
3040,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,7-Day Average Percent Positivity,0.05,02/02/2021,Colorado,5763976
3041,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,3-Day Average Percent Positivity,0.045,02/02/2021,Colorado,5763976
3042,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/12/2020,Cumulative Antibody Tests Performed,118303,02/02/2021,Colorado,5763976
3043,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,Antibody Tests Performed,868,02/02/2021,Colorado,5763976
3044,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,Number of negative tests,818,02/02/2021,Colorado,5763976
3045,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,Number of positive tests,50,02/02/2021,Colorado,5763976
3046,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,Total Tests per 100K People,15.059,02/02/2021,Colorado,5763976
3047,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,Percent Positivity,0.058,02/02/2021,Colorado,5763976
3048,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,7-Day Average Percent Positivity,0.05,02/02/2021,Colorado,5763976
3049,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,3-Day Average Percent Positivity,0.055,02/02/2021,Colorado,5763976
3050,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/13/2020,Cumulative Antibody Tests Performed,119171,02/02/2021,Colorado,5763976
3051,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,Antibody Tests Performed,808,02/02/2021,Colorado,5763976
3052,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,Number of negative tests,766,02/02/2021,Colorado,5763976
3053,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,Number of positive tests,42,02/02/2021,Colorado,5763976
3054,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,Total Tests per 100K People,14.018,02/02/2021,Colorado,5763976
3055,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,Percent Positivity,0.052,02/02/2021,Colorado,5763976
3056,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,7-Day Average Percent Positivity,0.046,02/02/2021,Colorado,5763976
3057,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,3-Day Average Percent Positivity,0.054,02/02/2021,Colorado,5763976
3058,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/14/2020,Cumulative Antibody Tests Performed,119979,02/02/2021,Colorado,5763976
3059,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/15/2020,Antibody Tests Performed,1652,02/02/2021,Colorado,5763976
3060,Daily COVID-19 Antibody Test Data From Clinical Laboratories,07/15/2020,Number of negative tests,1521,02/02/2021,Colorado,5763976
